Week,Price,Promotion,Sales,TV_Spend,Radio_Spend,Print_Spend,Search_Spend,YouTube_Spend,Social Media_Spend
50,19.01561810573752,0,183.21828491493085,1331.8450498648717,1689.2431842138767,4712.733686979484,2825.312202,1219.7336106511789,2730.4760481578974
51,7.2159245877586145,0,704.1554790197197,4863.130824940514,1423.9982241805992,2810.8304003379653,4185.982967799595,1749.9382226476478,4416.480655493424
52,17.144784981056777,0,300.6604427,3988.0977051250156,2673.678639015005,4776.256506251331,2962.0743915600524,1984.171139853625,3991.376473963933
53,17.348149132709537,0,148.58573288223215,4727.745237038851,1708.4019023042329,2910.600367052134,683.5325604598315,3426.6450222295057,877.9527562512153
54,15.630578008235045,0,255.61068524884652,4526.723077,1793.5774920376255,2273.857225699586,1917.5372383539832,3906.476418,4506.39139
55,6.9689331663930645,0,677.0979075832461,3190.549904649883,3455.402285635507,4316.914078488029,3089.9727852399647,3872.869739635594,2622.952180174206
56,15.010979368412114,0,403.9619241143681,4648.434057604026,4858.417992649515,2718.4221970614008,4777.6728466900595,2794.433253378813,3847.379651986993
57,18.336298749902987,1,356.9295572256136,898.2162592336377,3216.367402517188,2623.5612975403537,4366.086619,4148.69242,1130.1765406895847
58,11.382974672013248,0,473.4416981196635,1381.9228808861535,846.4076017923483,2706.4062023442275,1527.6002638048144,2466.851372408638,3518.2378656817164
59,11.202752815678984,1,422.44986382887123,703.5228000974213,840.1262623433014,4310.532508413854,1490.4942350862357,1057.4625438300286,1563.4670792425607
60,11.642874643691286,0,369.10295410212535,1963.9864884346896,4781.4044938050465,4243.736937596234,1405.2783520125536,3039.9882874421596,2472.714037134192
61,6.234078360143096,0,620.7429909,2249.047803602669,1837.8085563830014,2315.839966,4651.245033361264,4785.356231,575.8829153694699
62,18.380383535449603,0,127.17164147228291,1721.0706429825316,914.3014373711394,1999.8493694173626,4336.997688957743,4068.471431266301,1182.247870687142
63,18.037742959707657,0,143.01052453296379,4229.318791183682,3195.700642176717,2713.676108176082,3986.9754451382696,3104.1529146150906,914.3622191
64,19.968639826854293,0,50.179509059057295,2105.3899701211517,3306.4195023061975,3077.4762938169906,2267.308014009024,3410.625471570936,1578.848778222163
65,13.777747122476201,0,276.12894844832937,1764.2052935932134,3418.2716905340967,1572.5174478259862,2769.7131693444508,4687.529121660077,950.0814051094502
66,16.267874546770784,0,280.9309768707691,2942.132374212118,1703.309125358936,4072.7978812201577,2589.4928515781876,2427.5425749573224,3613.5951197880286
67,8.040078595,0,448.173813,1134.1590123864319,567.9980789651377,2689.172445795903,1640.2914840171768,1991.273625241868,630.6795599414871
68,15.012932273362543,0,311.96269841359276,4109.886413393178,4842.569162545124,2003.2049678898181,2772.626207669451,4897.587043,3279.832252812491
69,14.745992731360861,0,181.94241160425784,835.4778965589687,1629.0187056099612,980.6944683379577,637.2344653,4385.494100796501,1133.185238715084
70,18.518131037624187,0,84.4453336,4940.991214702328,3542.1182962364637,1574.8032218162311,1093.1466807385664,1953.6961307837107,4753.226557300536
71,17.46189084258611,0,344.6959872,3975.101461834958,3679.834414454193,4771.765272901926,4489.653182760259,2587.0126881241526,4698.923328994344
72,19.076996939266447,0,177.24169933067822,1394.2205669037758,3245.0333768576857,1872.9485906878697,3882.5589516414047,2367.8515805350958,1514.7639613443316
73,18.032502090524112,0,159.0536801003401,524.8495270562108,1908.083273961417,1259.866802151659,2402.9078407658917,1170.9305540214527,3264.895842003633
74,18.03040842348278,0,117.89127645796232,4169.576428046754,1719.9331419382959,2573.0275624474693,2827.1766302774477,4810.186957159666,626.0239376
75,5.955849900330774,0,673.2346131177457,3680.858047314277,3189.507272162164,1881.894845121119,2164.9949868198983,2319.405940488915,4693.048443730283
76,17.68942929043934,0,203.31966870745902,3780.5322561844428,4397.430351252611,658.2166262203737,3833.509402223026,4438.980871870586,2853.4428868626937
77,14.112175917546772,0,394.3210049133511,3970.7165600867556,4760.3017801552805,1954.1534777573777,4028.842306544358,1352.1030245629927,694.5041813800054
78,10.706666776489417,0,522.1538734423708,833.2009328034067,976.5761198169093,2948.4888077276087,3934.783355914216,2965.4186478674887,2041.2499685366183
79,5.847719365820935,0,631.5621884541888,2113.0957784492266,1196.7287566897394,2982.705674089851,3751.752761755023,607.8262330592142,845.8225783755539
80,15.16510662,0,241.66897041295672,1021.4107678630837,4751.313164523858,2104.515145295999,1420.269524117581,3938.9921772903886,2268.2499771801195
81,9.923026258064262,1,582.7198533882485,4383.965416440171,3814.4085275065668,2512.8624031367026,2020.8649065821546,3114.1125421082525,3514.668539725954
82,12.016643974790522,1,543.0672977244083,3304.8415707240106,4473.472211733979,4844.830632056449,2614.3044574265373,3315.153125613887,2614.5045861864783
83,15.225926555827014,0,308.4076073,1989.0411118369213,1411.846853609044,2198.068147536402,1988.5684614244503,732.7439714959405,2226.749786237545
84,18.676618205362143,1,254.7887232,786.0125762871064,3144.136419992308,1662.0206596699234,3897.2309007124804,1449.6724859387693,1036.2067049320917
85,17.381553734074977,0,99.42214326116375,1899.4204477204798,3655.1281748786314,1595.6016983004206,1982.090859124796,834.4889255911107,1602.2257056214535
86,11.758956936553997,0,239.85430695981168,1963.3249491203617,3560.503484511377,2559.940757168604,1122.044390534017,1800.114421117153,950.6447948
87,10.816747361695683,1,594.7612160012256,3783.227802521288,2336.6826089001415,3917.8406692262483,2295.6820342173683,3323.4755345696794,4133.744292454973
88,8.596696082660712,1,631.8317391628057,3369.008621098459,569.2770126108882,1426.9468288481294,4909.614947520711,3047.8369294281883,1108.5792259312516
89,10.586401267639523,0,493.3372551889674,4492.457341593469,3123.1672556191843,3691.8325721334563,1516.4663582010915,3254.6741972602563,3179.1801494700208
90,6.665695809378475,0,668.9837805972235,2624.967163228772,1638.9569263082394,595.1742050723733,3254.7139652445308,2971.6307212005245,2042.3318611498064
91,19.56658262547132,0,49.404618032238865,1038.1741067223577,2526.1441076430065,2385.198400927757,2448.3787242786784,1728.6295805413672,1516.9027309483258
92,13.608761659393684,0,324.41341797976906,3709.6015425034775,4809.114567877178,3991.392793412541,819.6105544219698,1600.2837380499136,3377.607977714467
93,6.917087641928194,0,616.9703766585081,3923.5327187760386,2295.6589293909565,2024.2983009849413,2695.4447269912675,1116.7685759146157,2556.5103921962327
94,10.292090138988588,0,547.5465402513355,3025.747389062733,4279.107229989921,3036.8169565042977,3659.739478917406,4320.818937065715,2300.654602780516
95,13.205587154309839,1,481.2747419582532,3969.3523097955244,1348.432726,1422.4065477165987,2809.4898912251842,3274.157113,3167.834022014997
96,12.993284549613044,0,432.5059350491131,2722.080183639758,3526.072241,3838.979260067775,4424.477286859615,1339.299556268269,2710.704328205003
97,5.532550530779485,1,768.4074973312526,2852.297732218973,4896.531294975246,735.2559647094183,1800.216574959122,1297.4422091955778,1865.6789384820236
98,19.26261551343667,0,36.314343841233615,2423.934582613473,958.5189539282155,4336.441901939752,888.1212708678422,4428.660206867615,3015.7757949436323
99,9.130635222,0,558.9757846519208,614.3860703484283,537.43974,1391.8837388975066,4714.545252461027,3842.2888869349367,3512.7435944781255
100,5.242770033978368,0,664.6131849288959,985.5114215,2451.1225668467646,4434.791142687489,2201.8835728769855,3467.295859574171,620.1192136408442
101,6.146660134254237,0,617.8702154434109,641.4313355903041,916.8146737311524,2086.381585852328,3093.824982,2330.8884839268494,2596.422780084539
102,13.702923548719655,0,288.53714238065635,3363.8468506870117,3867.729573543041,3752.0760851351897,4064.014067585882,1678.890039253329,759.5747806259469
103,7.066782810126453,0,610.4324406,1914.601915,4615.468987318515,1936.513840037848,1959.4114874401125,4907.528434007707,1338.824363
104,5.625871892802549,0,774.3015622689006,2788.5681102411627,2453.0943771894144,4576.602520555914,3722.7404217992503,4087.578087602601,3022.289303350879
105,10.69439699619067,0,468.8235180758882,4584.049132667418,1664.2023896994842,1069.8670648326847,1109.3848241802261,1858.006504113244,4397.850118695113
106,14.341417885102828,0,281.30306643884865,1621.8150311699374,2454.8149355297437,1303.3390517266942,1810.8218624247738,4314.041583253226,4472.625556348182
107,6.677597072624186,0,565.2842330650254,2346.723153660334,3755.5151803250046,2718.635563,1151.1978626143396,3915.1937687660666,814.7480456238407
108,9.699917482269733,0,505.28946156236293,3899.980123443719,540.7437271116694,868.7229756716577,4150.537513,1836.8624744509927,2385.972888
109,11.266410074368133,0,415.9165253,1529.591744712301,3152.542952681137,1381.9108311579287,1501.9215585205343,2419.4878440873786,3123.5291735204805
110,7.3919014668015075,0,593.2679311201955,846.4095942295685,3259.8125819932056,4746.9487199540645,3728.3159993234462,1336.7905042596199,1161.8145704765452
111,12.591108477000652,1,543.1788940127453,1803.8815381119562,3369.5971110317096,4894.203475165492,4744.842787605437,999.7359997014921,3944.4449753514727
112,6.278211303526564,0,669.8491591035782,1225.4957926430197,1589.0993599139474,2193.1669819868985,2874.9749408099465,3752.4291477786355,3849.0586629675745
113,5.697777445,0,744.1831828745013,4683.639435541579,3713.2372552015704,4654.787095,2930.1313651730948,1703.8033580923998,4565.034561680575
114,12.797530507327021,0,382.24320042138964,4136.5417080398765,911.2616884929938,2951.711040530443,2574.651056440154,4190.267145858141,538.1870543754936
115,8.718454591263134,0,494.7453863,3350.3169042969057,1396.7165141006035,1713.8410964319517,1966.5056452713923,4980.239201814918,1475.0790979505118
116,6.430607118470412,0,672.2227541105531,4421.5726558447295,4448.615209945168,3660.794244862694,2640.447639162127,844.7891627,4222.340214103948
117,11.358688812314483,0,584.3907210439066,4116.524346046015,3824.2541782695484,3465.0581295868574,3212.6338952004176,2628.658062876651,3517.6102287212093
118,18.72711109276092,1,398.6420361471795,1339.5652649871613,561.8549930510536,4951.063936,4936.962074767967,4109.281516898614,4524.754341643209
119,15.862886699812325,0,345.7577617295862,4516.515493,1617.6931716641009,1692.7127933417748,4719.940516932009,4050.279034435551,757.3084453861993
120,17.234238730205412,0,322.77566670182125,2927.0400886204284,1464.8291734692407,3524.267761977809,4379.688312319047,3919.987212489358,3186.337845723993
121,18.07870983137955,0,253.6086000085251,4133.480698238282,1718.6284761663767,734.1068976,4501.087410671862,2070.477208858599,3060.709587021534
122,19.589416120946282,0,80.52797276742535,4532.41085,1614.0189662594887,1011.4071741352374,2605.3213248141933,2542.3396505827354,660.5348736223957
123,16.448698602712597,0,140.51853798603173,1931.0156373733873,781.3683308428058,517.6326872799197,3458.4994722985916,3177.357608036616,2810.8493461061757
124,14.126118829092196,1,494.68190093424084,995.2336603745455,2565.2323246856913,4997.573064768529,4527.800253212963,4882.732626079657,3242.8414008946593
125,10.481388204533708,1,582.8408763612409,1525.7082314387376,3797.3006365377432,4110.231637,2268.278442461089,1973.962719223218,1360.8192839094827
126,7.724648548365741,1,713.2238672802852,2421.9850488181537,3230.292761228464,4040.2535663009335,4827.931153,4654.147494725859,1729.9831240609833
127,15.299898109749414,0,297.73725588373054,4181.066446651219,3527.922508691359,2793.767338796809,2371.037279311324,1712.1061318122236,3381.5630583398165
128,19.924249791829126,1,263.5061880045107,4373.287624653545,865.1713034130762,1850.3018730744798,3204.871994,4950.8350946316705,2607.3542641998124
129,12.010380269283786,0,506.50037726020565,531.2845873903582,4781.708195795542,1180.6892800820417,3694.121209725674,3516.1865907241627,4361.0614590574705
130,15.855190521392114,1,412.96817131831136,2798.3628615990456,4273.213252293612,1781.0363248090864,4777.664058841722,2585.801661613479,2040.7179470413475
131,12.426386749897343,1,489.34179907727076,2378.3495141695057,4122.906433230482,2191.8704986811263,1600.7732332351973,3260.256926286222,1699.9684627469053
132,11.47900135045215,0,555.4070935319442,1499.485147118286,4203.427122687954,3903.3954364113233,3857.589402,1726.3902606809306,4931.896731551792
133,11.154584203398727,0,479.2582093481533,1039.3941530015727,4697.197286597426,2928.478050064186,2843.6701376483697,1733.7823588015997,4600.110965585375
134,12.569370243975463,0,327.8809250703218,2019.2682713163258,2949.1428475116395,848.6763194996721,1708.5071327928847,1010.9954472957222,630.4673524954094
135,10.503434927980624,1,547.2439009011831,4743.093667606337,1401.2690804043164,581.1305403151051,3994.7307790837576,1013.2263396742944,3968.2787688795465
136,16.231599827327116,0,205.5997865548619,1954.4131940933985,3275.526235336435,960.4948079032843,2985.0002607823094,2064.522836610101,996.5064822134134
137,18.11408039887275,1,220.6058403827143,2834.5577978451474,3842.966721505725,2347.244211638207,3474.382192923541,3932.8496505336725,623.6833767321693
138,18.243279599677763,0,153.10384265725122,3663.585315,3820.628270093114,4699.368126720582,1953.0548086005547,3235.8702541917314,1731.629822
139,8.415480701387388,0,534.3194651201453,2136.3332107068227,2846.5206087509605,3368.311165441497,2665.7327832242227,961.6305214895937,1712.0564557749694
140,18.438637080972363,0,220.94322337889554,4873.019372244323,808.0642370011012,4108.216549439818,3278.094129446302,4335.064362391599,4186.934430561341
141,10.123268477826576,1,641.3373796042089,4831.012827,2170.0082229355753,2598.6856752704684,2322.098664214298,3206.154321455299,3698.002606742758
142,9.639614982279465,0,556.9054457051069,1633.0203312141387,4643.449738085108,2127.4973743776927,1392.676429314656,4823.8500955315085,4917.242422994064
143,15.901340860973539,0,429.42454616815695,2737.6182765157346,3130.020093908417,987.8016772248022,4827.382215418868,3515.834603350434,3701.808051403183
144,9.570445101294341,0,659.5746895641498,1853.9523941754635,2922.4937446507106,4441.698599837922,2801.6039301917785,1288.2868866688145,2382.1499896522155
145,5.794496084145652,0,715.6924707225808,1781.7822246986043,1709.8408147198709,4024.220130625563,3802.641666294652,2632.02513,3645.1744742534756
146,10.60426658465462,0,427.3191177,665.9912630953976,2158.020139624605,1256.531439189763,2349.7123710022615,3418.2391889624187,4997.565802
147,15.821984005375235,0,296.57297033916825,3243.0395029095357,4529.057401189262,2805.172537443172,2098.0929381157234,627.1911547248997,3695.6384715313766
148,9.904376304052647,1,598.6555921798674,2762.0556045298767,3499.0837138707607,2693.186635645602,2332.2393431020623,567.0961886966355,3927.5661019114323
149,14.443385839927197,1,429.1289542105849,731.6543806249521,4043.2416203854978,3312.9119870893787,2341.384897035424,1082.3135026935556,4722.642568356167
150,14.901791663946955,0,281.04753614869077,1753.9090890647515,2544.554403804448,4757.841022960675,2948.810521738791,1632.4899577046185,1011.4306759025751
151,16.006040175895343,1,393.97918960954024,4587.196486849942,3336.1124875527107,3108.971487931158,2945.614414916134,2432.9710558430397,3671.529320514771
152,18.456956994664047,1,323.09518167299893,1578.028508001376,1617.726239344434,2930.9777005037836,2737.1921714729224,2693.482131919048,4328.6268108535205
153,11.488467489026473,0,408.3032718135151,1152.0269244105039,3674.573736275688,726.4531982059877,1106.5360321284716,1121.1242402205355,4794.703700994019
154,7.496481149936856,0,521.1408508865206,2702.5374212490337,2424.2060016650175,783.0836420811077,2732.3396532523902,3530.2621060212387,1449.3618037026472
155,9.783885731,0,423.64086757653865,4935.427043497703,2491.4548166663553,1343.060561,1260.9675518929316,3182.621277634407,2767.680534759099
156,11.482508827609788,0,331.44948923930133,1589.2487218017518,3421.9504605959673,646.1184726128672,1067.6110383309433,1825.0884447852209,3562.496814400168
157,15.708372039921697,0,303.58950513931575,3524.6099633264535,4713.262797,3845.0880300650556,4696.9057280352545,561.4694755,1613.6047827560185
158,5.196831883424503,1,785.8992821,3927.288268979229,788.0285597387942,3754.986367972834,3222.275059164669,849.4156190898084,3202.127884626233
159,9.736780751598184,1,622.6242479925287,1569.3689479657985,4211.344568061534,1112.2530549423932,3467.7052615606294,2262.6264897987776,1659.1045212409972
160,16.697638715289752,0,224.20944630790012,3776.973568753368,1815.723996854869,4262.355053578764,2308.071516500137,1192.8845802455776,2000.5565923924128
161,15.062865549960431,0,358.4240938295609,2155.0240972366396,2497.637545,1196.5371568075038,4590.414013616889,2195.688227665869,2486.834134298893
162,15.976099603784078,0,278.92909152538425,3345.3762376711074,598.6099794875403,1855.2901414881146,3370.6872031084945,3326.821720296598,2881.3554443595513
163,17.17716154158792,1,303.9775735381725,3350.883698424026,1854.7073502544085,1620.3960462261425,3961.2644128561437,2962.568425456776,2522.146422313178
164,16.748535783169434,0,218.11250889761874,2910.9860783364134,2761.840591835587,2175.381943578715,2158.5311106247123,1540.291474118274,2719.3798390456814
165,15.23274749229167,0,262.64773240725816,906.3039652448374,752.7923480634756,1645.9869465048284,4820.053463686065,2047.2012106643858,1843.649403297317
166,11.59492298555886,0,459.0586352040393,4258.861230151571,2709.930782224243,2700.2791689730343,4192.075805712418,3263.1403930189276,1215.3429231018376
167,19.75397493317231,0,127.1225903320917,1943.5102923728114,4671.997829862923,2333.3354660960845,4342.768083565446,4373.847626195519,713.0748979707774
168,13.536097933851106,0,341.97860390308256,1339.333296799344,974.2694814851235,4939.562708506969,1274.8742034158943,3889.4604743249474,1381.9042512125047
169,8.041538140532587,1,603.6896331129707,683.4881369964376,3939.9832763397694,751.6685755770155,1719.3344354204878,2990.300120750367,3118.746386776024
170,9.392192826571765,0,490.6062534163034,3159.018244347088,2343.519740191967,1139.8161937430823,1785.3196985760967,2130.3184924241878,4037.5195151140956
171,15.403436839557049,1,367.71155606384474,3549.0396282902707,3448.281715359521,737.7165225887112,1719.0915046109203,2142.7307489381246,1261.6141884930253
172,18.871093477991955,0,109.5165557987806,574.6452301753527,1671.0646909335321,3316.285377420691,4349.336729469296,4457.377896189782,988.4991099769181
173,7.680801938088463,0,478.70725661698737,2804.418762346764,1217.7151814361123,745.2917483617381,643.4815784386644,676.5960921824588,3871.8066224716263
174,6.235197436186795,0,483.78654906829667,1519.2309883907208,1222.0817642205188,4263.978818192555,842.4499504134844,4945.921899891175,1873.2124874178037
175,18.222965720630093,1,199.47732278371294,3403.2775568425245,817.2137553941509,2803.723838068675,1732.6169178345667,3489.689349,4781.747476523086
176,18.729169683692515,1,143.3212167,1284.6489305224613,1335.4101720555936,2871.5343106169016,1399.4283859224965,3565.1196458257573,3714.430867746679
177,9.14569018,0,506.22177298184465,3609.2198214610967,3488.987232450357,3027.175284704874,1543.3682624728176,670.9902678713397,1970.402212593639
178,10.659285865568599,1,606.3866181447999,2240.309058352418,4467.607753295786,1268.6616783779482,4090.744352,3224.881737010725,1802.9423650716722
179,14.902819962467875,0,316.87523912895267,4715.284949315305,4163.565585160228,1389.6063640151938,3034.069672514211,2681.5012704070114,2856.642738220891
180,9.948950312637123,0,396.9358471011302,1118.8442486569697,3583.1043944351786,1934.677952928521,525.9679758,976.0050810233015,856.1510072519425
181,18.157380624050795,0,62.414011162982845,2034.7985797261633,996.9433853,3170.7338711983316,2431.9524456688787,1750.6490484621158,1029.5443069038456
182,6.613680540707941,1,651.3807383510577,1010.6308455826509,1801.3435083317743,1445.5299917309653,2335.4821708266154,4506.415052961431,1291.3604659228663
183,5.569733314402928,0,548.2536647094751,4661.121282253533,1894.1309389511105,1023.4927720996756,1012.7537125004459,2974.9478713967883,3986.256169870521
184,8.127293101141841,0,610.3956553394992,4448.027090214415,1624.8062587892955,4865.525988882945,3542.638048706557,2360.3745882825892,2812.358116711051
185,9.291316673074535,0,507.8235603281327,1660.7373247182002,2817.525468693754,598.9181666433032,3659.4373477077097,827.0697012836492,547.5520524849933
186,6.693898869333125,0,680.0420362540182,3469.9282071538055,2909.9921669585265,4112.138324012098,3744.0194857344395,3713.5468733103753,3530.8243736244904
187,5.985356440109701,0,692.2213396946308,4177.499900905472,2105.9868882699957,4046.158173087599,3778.1192550136643,3662.8287052821465,2406.6058039722366
188,16.334115702526972,0,200.38977624638412,2998.4036521975804,2092.051214313962,1837.463512302932,500.2377211953356,3263.196231376536,2798.8356423370906
189,7.464148489,0,679.0946514327698,2883.4276026020293,4228.500190577366,1110.3197720329104,4792.643617,2796.1819079929214,1463.523095
190,18.70883298599456,1,334.2764490083863,1588.3353090520325,4051.8178174385853,1155.3289101744053,4163.939451745984,2452.029809933177,2983.020027773466
191,10.519994921721441,0,554.4600604917188,918.9624551265465,1885.0812425633553,3638.442277567366,4567.917634651783,3169.7199184459655,4906.189578881699
192,15.05908714582018,0,226.60949180645218,4537.470910789971,4612.047997429667,3392.6296598877816,570.3948288834536,1550.2795327778301,830.5011095259265
193,8.381031721532004,0,632.9510274951267,4551.881257234987,4787.667576511277,4022.3555341312403,4702.3645810358275,4735.665788799414,1777.6282984899378
194,8.604841527378003,0,605.7582741081046,3348.9565577297058,1970.3414391351837,4718.665275795971,4144.048379096472,3149.575381311033,1593.489167873734
195,13.62063804301363,1,503.89072932986164,2025.6340597191531,2094.912269568747,3613.673134699664,4267.486143314143,1900.3659995946944,1618.4718983803082
196,13.409643877189792,0,305.1593844,2071.443085756974,2775.3536903988147,1201.3319144814955,919.7932312488583,2523.5593289832077,2204.178609044198
197,16.530938420181222,1,389.4464558242959,3766.800554916077,4735.043656401531,1595.4917754443481,3824.5011301336895,4125.581549946015,4181.494031348753
198,16.36719958541399,1,502.9878120890795,4536.9961697865965,4443.437449140401,4289.871788929016,4819.625103,1227.2722732863385,4607.864104839743
